,anime_id,title,type,source,episodes,rating,score,producer,studio,genre,release_season,is_licensed,nr_synonyms,min_duration,op_artists,ed_artists
2064,32888,Sinbad: Mahiru no Yoru to Fushigi no Mon,Movie,Original,1,G - All Ages,6.32,Shirogumi,Nippon Animation,Adventure,Spring,True,0,60.0,,whiteeeen
2065,31838,Ze Tian Ji,ONA,Novel,13,PG-13 - Teens 13 or older,6.77,"Tencent Penguin Pictures, China Literature Limited",Shanghai Foch Film Culture Investment,"Action, Adventure, Fantasy",Summer,False,2,15.0,,
2066,31298,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,Special,Unknown,6,PG-13 - Teens 13 or older,7.21,,,"Comedy, School",Winter,False,0,3.0,,
2068,164,Mononoke Hime,Movie,Original,1,PG-13 - Teens 13 or older,8.8,"Tokuma Shoten, Nippon Television Network",Studio Ghibli,"Action, Adventure, Fantasy",Summer,True,1,120.0,Joe Hisaishi,Joe Hisaishi
2069,13955,Dennou Coil Recaps,Special,Unknown,2,G - All Ages,6.43,"NHK, Tokuma Shoten",Madhouse,"Adventure, Comedy, Drama, Mystery, Sci-Fi",Summer,False,5,25.0,Ayako Ikeda,
2070,9916,Samurai Giants,TV,Unknown,46,PG-13 - Teens 13 or older,6.49,Yomiuri Telecasting,"Madhouse, Tokyo Movie Shinsha",Sports,Fall,False,1,25.0,"Shigeyuki Matsumoto,:, Masato Shimon, Royal Knights",Shigeyuki Matsumoto
2072,27951,Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,ONA,Unknown,1,G - All Ages,5.52,,,"Magic, Fantasy",Fall,True,0,13.0,,
2073,605,Tenshi ni Narumon!,TV,Original,26,PG-13 - Teens 13 or older,6.83,"TV Tokyo, Broccoli, Yomiko Advertising",Studio Pierrot,"Comedy, Romance, Vampire, Fantasy",Spring,True,0,23.0,COMA,Shizuru Ootaka
2074,855,Strawberry Panic,TV,Other,26,PG-13 - Teens 13 or older,7.41,"Lantis, Dwango","Madhouse, Imagin","Drama, Romance, School, Shoujo Ai",Spring,True,0,25.0,Aki Misato,"Mai Nakahara & Ai Shimizu,:, Aki Misato"
2075,18231,Vanquished Queens Specials,Special,Other,4,R+ - Mild Nudity,5.65,"Genco, Hoods Entertainment",Arms,Ecchi,Spring,False,1,6.0,,
2077,13115,Hakuouki Reimeiroku,TV,Visual novel,12,R - 17+ (violence & profanity),7.61,,Studio Deen,"Action, Historical, Supernatural, Drama, Samurai, Josei",Summer,True,3,23.0,Maon Kurosaki,mao
2080,8364,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,Movie,Manga,1,G - All Ages,7.18,TV Asahi,Shin-Ei Animation,"Action, Adventure, Comedy, Historical, Fantasy, Seinen",Spring,False,2,60.0,,
2081,670,Lamune,TV,Visual novel,12,PG-13 - Teens 13 or older,6.9,Radix,"Trinet Entertainment, Picture Magic","Drama, Romance, Slice of Life",Fall,False,0,24.0,Mayu,Ayumi Murata
2082,718,Yume de Aetara (TV),TV,Manga,16,R+ - Mild Nudity,6.57,TBS,J.C.Staff,"Comedy, Drama, Romance, Seinen, Slice of Life",Fall,True,0,7.0,,Halo
2083,35434,Konbini Kareshi,TV,Original,12,PG-13 - Teens 13 or older,6.38,"VAP, Dentsu, TBS, chara-ani.com, Pierrot Plus, Being, Gzbrain, Cocoro Free, Tosho Printing",Studio Pierrot,"Slice of Life, Romance",Summer,True,1,24.0,Cellchrome,ORANGE POST REASON
2084,25055,Furifure The Animation,OVA,Visual novel,1,Rx - Hentai,6.34,Pink Pineapple,Office Takeout,Hentai,Fall,False,0,27.0,,
2085,13391,Rakuen Tsuihou,Movie,Original,1,R+ - Mild Nudity,7.52,"Toei Animation, Kinoshita Koumuten",Graphinica,"Action, Sci-Fi, Mecha",Fall,True,0,60.0,,ELISA connect EFP
2086,10043,Sailor Fuku Shinryou Tsumaka,OVA,Visual novel,2,Rx - Hentai,6.18,Y.O.U.C,,Hentai,Spring,False,0,30.0,,
2087,2030,El Cazador de la Bruja,TV,Original,26,PG-13 - Teens 13 or older,7.29,Victor Entertainment,Bee Train,"Adventure, Drama, Mystery",Spring,True,2,24.0,savage genius,FictionJunction YUUKA
2088,26063,Kaibutsu Oujo (OVA) Specials,Special,Unknown,3,R - 17+ (violence & profanity),6.77,,Tatsunoko Production,"Adventure, Comedy, Supernatural, Horror, Shounen",Winter,False,2,4.0,,
2089,18195,Little Busters!: Refrain,TV,Visual novel,13,PG-13 - Teens 13 or older,8.32,"Warner Bros., Showgate",J.C.Staff,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Fall,True,1,24.0,Suzuyu (鈴湯),"Ayaka Kitazawa (北沢綾香),:, Lia,:, Rita"
2091,5427,Ikusa Otome Valkyrie 2,OVA,Visual novel,3,Rx - Hentai,6.63,T-Rex,,"Demons, Fantasy, Hentai, Supernatural",Fall,False,0,31.0,,
2092,5755,Aoki Ryuusei SPT Layzner OVA,OVA,Unknown,3,PG-13 - Teens 13 or older,6.86,,Sunrise,"Action, Space, Mecha, Military, Sci-Fi, Shounen",Summer,True,0,55.0,AIR MAIL from NAGASAKI,Seiko Tomizawa
2093,21479,Metal Fight Beyblade Zero G Specials,Special,Manga,7,PG-13 - Teens 13 or older,6.21,,"Tatsunoko Production, SynergySP","Adventure, Sports",Summer,False,2,25.0,YU+KI,YCHRO (Yuya Karasawa & YU+KI 【唐澤有弥＆YU+KI】)
2094,30379,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,OVA,Manga,1,PG-13 - Teens 13 or older,6.77,,Satelight,"Slice of Life, Comedy, Seinen",Fall,True,2,24.0,Kitakou Bungei-bu Joshikai (北高文芸部女子会),Minori Chihara
2095,384,Gantz,TV,Manga,13,R+ - Mild Nudity,7.2,Fuji TV,Gonzo,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",Spring,True,1,22.0,Rip Slyme,Bonnie Pink
2096,6796,Kyuukyoku Choujin R,OVA,Unknown,1,PG-13 - Teens 13 or older,6.58,"Shogakukan Productions, Bandai",,"Comedy, Sci-Fi",Fall,True,4,60.0,Masayuki Yamamoto,Hiroko Kasahara
2097,965,Yoshinaga-san&#039;chi no Gargoyle,TV,Unknown,13,PG - Children,6.86,,Studio Hibari,"Comedy, Fantasy, Slice of Life",Spring,True,1,24.0,"Chiwa Saito, Nana Mizuki, Yuuna Inamura","Chiwa Saito, Nana Mizuki, Yuuna Inamura"
2099,2684,Buzzer Beater 2nd Season,TV,Web manga,13,PG-13 - Teens 13 or older,6.94,,TMS Entertainment,"Action, Sci-Fi, Sports, Shounen",Summer,False,2,25.0,Kouichirou Kameyama,Pay money To my Pain
2100,5501,Gun x Sword-san,Special,Unknown,13,G - All Ages,5.86,,AIC A.S.T.A.,"Action, Parody, Dementia",Fall,True,0,4.0,,
2101,2786,Bakegyamon,TV,Manga,51,PG - Children,6.78,"TV Tokyo, Dentsu",Radix,"Action, Game, Shounen",Spring,False,1,25.0,Janne Da Arc,"Hozumi Goda, Mitsuki Saiga, Nanae Katou & Chafurin,:, Mitsuki Saiga & Kaori Fukuhara"
2102,5052,Eightman,TV,Manga,56,PG-13 - Teens 13 or older,6.15,,Nippon Animation,"Action, Mecha, Drama, Sci-Fi",Fall,True,4,25.0,Shigeru Katsumi (克美しげる),Shigeru Katsumi
2103,12343,Dirty Pair Flash 2,OVA,Light novel,5,PG-13 - Teens 13 or older,6.76,VAP,Sunrise,"Action, Sci-Fi, Adventure, Comedy, Police",Summer,True,1,27.0,Matsumoto Rika,Kouda Mariko
2104,32041,Mori no Densetsu: Dai Ni Gakushou,Movie,Original,1,G - All Ages,6.25,,Tezuka Productions,Fantasy,,False,0,11.0,,
2106,8292,Seitokaichou Hikaru,OVA,Visual novel,1,Rx - Hentai,6.38,"Studio Eromatick, Mary Jane",,Hentai,Spring,False,0,31.0,,
2107,6889,Time Bokan Series: Zenderman,TV,Unknown,52,PG-13 - Teens 13 or older,6.11,,Tatsunoko Production,"Action, Sci-Fi, Adventure, Comedy, Super Power, Mecha",Winter,False,1,24.0,Ken Fujii,Masayuki Yamamoto
2110,31829,Sinbad: Mahou no Lamp to Ugoku Shima,Movie,Original,1,G - All Ages,6.34,,Nippon Animation,Adventure,Winter,False,1,50.0,,whiteeeen
2111,7643,Domo-kun,TV,Original,37,G - All Ages,6.61,NHK,dwarf,"Slice of Life, Comedy, Kids",Winter,False,0,0.65,,
2112,33190,Planetarian: Hoshi no Hito,Movie,Visual novel,1,PG-13 - Teens 13 or older,8.02,Visual Art&#039;s,David Production,"Sci-Fi, Drama",Fall,False,0,60.0,,Lia
2113,1500,Teizokurei Daydream,OVA,Manga,4,R+ - Mild Nudity,6.32,Bandai Visual,Hal Film Maker,"Comedy, Horror, Supernatural, Drama, Ecchi",Summer,True,2,24.0,,
2114,31318,Comet Lucifer,TV,Original,12,PG-13 - Teens 13 or older,5.95,"Bandai Visual, Lantis, Bushiroad, Good Smile Company, BS11, Sony PCL",8bit,"Action, Adventure, Fantasy, Mecha",Fall,True,0,23.0,fhána,"Ayaka Ohashi,:, Ayaka Ohashi,:, Ayaka Ohashi"
2115,1117,Pokemon: Maboroshi no Pokemon Lugia Bakutan,Movie,Game,1,PG - Children,7.45,Studio Jack,OLM,"Adventure, Comedy, Kids, Drama, Fantasy",Summer,True,3,60.0,Rica Matsumoto,Namie Amuro
2116,903,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,Movie,Manga,1,PG-13 - Teens 13 or older,7.04,,Toei Animation,"Action, Adventure, Comedy, Demons, Fantasy, Martial Arts, Shounen, Super Power",Spring,True,3,50.0,Hironobu Kageyama,Hironobu Kageyama
2117,35069,Sekai no Yami Zukan,TV,Original,13,PG - Children,4.63,TV Tokyo,ILCA,"Horror, Supernatural",Spring,True,0,4.0,,MONO NO AWARE
2119,36596,Watashi no Naka no Gensou-teki Sekaikan Oyobi Sono Kengen wo Souki Saseta Aru Genjitsu de no Dekigot,Music,Original,1,G - All Ages,5.47,,,Music,Winter,False,1,2.0,,
2122,33021,Ragnastrike Angels,TV,Game,12,PG-13 - Teens 13 or older,4.39,Aniplex,Satelight,Action,Spring,False,0,0.5,,
2123,1056,Good Morning Call,OVA,Manga,1,PG - Children,6.22,Nihon Ad Systems,Production I.G,"Comedy, Drama, Romance, School, Shoujo",Summer,False,0,19.0,,
2124,35778,Ookami Heart,Music,Original,2,G - All Ages,6.4,,,Music,Fall,False,2,3.0,,
2125,29767,Minamo,Movie,Unknown,1,G - All Ages,5.21,Mirai Film,,,,False,0,2.0,,
2127,917,Riding Bean,OVA,Manga,1,R+ - Mild Nudity,7.16,Youmex,"AIC, Artmic","Action, Cars, Police, Seinen",Winter,True,0,46.0,Phil Perry,Phil Perry
2129,7148,Ladies versus Butlers!,TV,Light novel,12,R+ - Mild Nudity,6.81,"Geneon Universal Entertainment, Lantis, AT-X, KlockWorx, ASCII Media Works, BIGLOBE",Xebec,"Harem, Comedy, Romance, Ecchi, School",Winter,True,2,24.0,"Ayako Kawasumi, Mai Nakahara, Rie Kugimiya and Ami Koshimizu",Nakahara Mai
2130,31804,Kuma Miko,TV,Manga,12,PG-13 - Teens 13 or older,6.34,"AT-X, Sony Music Communications","Kinema Citrus, EMT²","Slice of Life, Comedy, Seinen",Spring,True,0,24.0,Maki Hanatani,Machi Amayadori (Natsumi Hioka) & Natsu Kumai (Hiroki Yasumoto) feat. Kumaide-mura no Minasan
2131,2229,Dragon Quest: Dai no Daibouken,TV,Manga,46,G - All Ages,7.75,,Toei Animation,"Adventure, Comedy, Demons, Magic, Martial Arts, Fantasy, Shounen",Fall,False,2,24.0,Sugiyama Kouichi,Dan Jirou
2132,2540,Tonari no Oneesan,OVA,Visual novel,2,Rx - Hentai,5.94,Y.O.U.C,,"Comedy, Hentai",Summer,True,2,30.0,,
2133,2490,One Piece: Mezase! Kaizoku Yakyuu Ou,Movie,Manga,1,PG-13 - Teens 13 or older,7.15,,Toei Animation,"Comedy, Fantasy, Shounen, Sports",Spring,False,1,5.0,,
2134,24789,Shoko Nakagawa Prism Tour Special,Special,Unknown,1,G - All Ages,5.83,,Sunrise,Music,Spring,False,0,2.0,,
2135,17679,Gambo,Movie,Original,1,R - 17+ (violence & profanity),6.7,,Sunrise,"Demons, Historical",Summer,True,1,12.0,,
2136,6127,Toradora!: SOS!,Special,Unknown,4,PG-13 - Teens 13 or older,6.42,,J.C.Staff,Comedy,Winter,True,0,5.0,,
2137,4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,TV,Manga,12,PG-13 - Teens 13 or older,7.24,"Bandai Visual, Kids Station, DAX Production, Shueisha",Studio Deen,Comedy,Spring,False,1,5.0,,
2138,1725,Keitai Shoujo,ONA,Visual novel,6,PG-13 - Teens 13 or older,5.38,"Milky Cartoon, G-mode",Studio Hibari,"Comedy, Romance, School, Drama",Spring,False,1,7.0,"Ami Koshimizu, Rina Satou, Mikako Takahashi, Kana Ueda & Kaori Nazuka","Ami Koshimizu, Rina Satou, Mikako Takahashi, Kana Ueda & Kaori Nazuka"
2139,34535,Koisuru Shirokuma,Movie,Manga,0,G - All Ages,6.95,,Gathering,"Comedy, Josei, Shounen Ai",Spring,True,1,0.65,,Scenarioart
2140,32410,Dimension W: W no Tobira Online,Special,Manga,5,,5.74,,Studio 3Hz,"Sci-Fi, Seinen",Spring,True,0,3.0,,
2141,117,El Hazard: The Magnificent World,OVA,Original,7,PG-13 - Teens 13 or older,7.4,Pioneer LDC,AIC,"Adventure, Comedy, Fantasy, Romance",Spring,True,2,34.0,,Etsuko Kozakura
2143,34388,Shikkoku no Shaga The Animation,OVA,Original,0,Rx - Hentai,7.43,Pink Pineapple,Seven,Hentai,Winter,False,0,30.0,,Naoka Wada
2144,4868,Blind Night,OVA,Unknown,3,Rx - Hentai,5.79,,,Hentai,Fall,False,0,30.0,,
2145,8756,Bishoujo Senshi Sailor Moon Memorial,OVA,Manga,5,PG-13 - Teens 13 or older,7.44,,Toei Animation,"Demons, Magic, Romance, Shoujo",Summer,True,0,60.0,,
2146,1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,TV,Game,12,PG-13 - Teens 13 or older,7.12,"Kids Station, Koei",Satelight,"Drama, Fantasy, Harem, Romance, Shoujo",Winter,True,4,24.0,GRANRODEO,2HEARTS
2147,6773,Shakugan no Shana III (Final),TV,Light novel,24,PG-13 - Teens 13 or older,7.67,"Geneon Universal Entertainment, Warner Bros., ASCII Media Works, Showgate",J.C.Staff,"Action, Supernatural, Drama, Romance, Fantasy",Fall,True,2,23.0,KOTOKO,"ALTIMA,:, Mami Kawada"
2148,31499,Huyao Xiao Hongniang,ONA,Manga,13,PG-13 - Teens 13 or older,7.32,Tencent Animation,Haoliners Animation League,"Comedy, Historical, Romance, Supernatural",Summer,True,1,13.0,YANN,Fei Cun Ke Bei (緋村柯北) and BossGrey (灰老闆)
2151,1935,Megazone 23,OVA,Original,4,R+ - Mild Nudity,6.91,Victor Entertainment,"Artland, AIC, Artmic","Action, Sci-Fi, Music, Mystery, Romance, Mecha",Spring,True,3,60.0,,"Yuka Takeuchi (タケウチユカ),:, Saki Takaoka"
2155,10050,Macross F Music Clip Shuu: Nyankuri,Music,Original,1,G - All Ages,7.43,,Satelight,Music,Fall,False,2,38.0,,
2156,25103,Sumiko no Egao,Music,Original,1,G - All Ages,5.41,Opera House,,"Music, Kids",Spring,False,2,6.0,,
2157,551,Grappler Baki: Saidai Tournament-hen,TV,Manga,24,R - 17+ (violence & profanity),7.46,,Group TAC,"Action, Sports, Martial Arts, Shounen",Summer,True,4,24.0,Ryouko Aoyagi,Ryouko Aoyagi
2158,9166,Attack No.1: Namida no Sekai Senshuken,Movie,Unknown,1,PG-13 - Teens 13 or older,6.37,Tokyo Movie Shinsha,,"Sports, Drama, Shoujo",Winter,False,1,55.0,,
2160,3562,Chu^2,OVA,Unknown,1,Rx - Hentai,5.07,"NuTech Digital, BEAM Entertainment",,Hentai,Fall,True,4,25.0,,
2161,4688,Minna Agechau♡,OVA,Unknown,1,R+ - Mild Nudity,6.0,"Movic, Shueisha",J.C.Staff,"Comedy, Ecchi, Romance",Spring,False,3,45.0,,Irene & Erica
2162,690,Kyuuketsuhime Miyu (TV),TV,Manga,26,R - 17+ (violence & profanity),7.21,Studio Jack,AIC,"Action, Horror, Demons, Drama, Vampire, Shoujo",Fall,True,2,25.0,Kenji Kawai,Saeko Suzuki
2163,6328,Bondage Game: Shinsou no Reijoutachi - Shinsou no Doreitachi,Special,Visual novel,1,Rx - Hentai,5.44,Pink Pineapple,,"Hentai, Psychological",Summer,False,1,26.0,,
2164,4834,Ecchies,OVA,Unknown,2,Rx - Hentai,5.57,"Pink Pineapple, AIC, Kadokawa Shoten",,Hentai,Summer,False,0,30.0,,Makoto Tsumura
2168,33511,Koro-sensei Q!,Movie,Manga,1,PG-13 - Teens 13 or older,7.31,Avex Pictures,Lerche,"Comedy, Shounen",Fall,False,2,9.0,,
2169,36077,Macross Δ Movie: Gekijou no Walküre,Movie,Original,1,,6.65,,,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha",Winter,False,0,,,
2170,31091,Komori-san wa Kotowarenai!,TV,4-koma manga,12,PG-13 - Teens 13 or older,6.28,"Genco, DAX Production, bilibili",Artland,"Slice of Life, Comedy, School",Fall,True,0,2.0,,Yuuhei Satellite
2171,6902,Saikyou Bushouden: Sangoku Engi,TV,Novel,52,PG-13 - Teens 13 or older,6.95,"Hisashishi Videos, TOMY Company","Future Planet, Beijing Huihuang Animation Company",Historical,Spring,False,1,25.0,Isao Sasaki,May&#039;n
2172,10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,OVA,Unknown,1,PG-13 - Teens 13 or older,7.33,,,"Comedy, Martial Arts, Slice of Life",Spring,True,1,27.0,,
2173,329,Planetes,TV,Manga,26,PG-13 - Teens 13 or older,8.36,"Bandai Visual, NHK",Sunrise,"Drama, Romance, Sci-Fi, Seinen, Space",Fall,True,1,25.0,Mikio Sakai,Mikio Sakai
2174,30842,Nekota no Koto ga Kininatte Shikatanai. (ONA),ONA,Manga,4,G - All Ages,6.38,,,"School, Shoujo",Spring,False,1,1.0,,
2175,25143,"Kono Danshi, Sekika ni Nayandemasu.",OVA,Original,1,PG-13 - Teens 13 or older,7.19,,CoMix Wave Films,"Drama, School, Shounen Ai",Winter,False,3,27.0,,Shouta Aoi
2176,585,Mimi wo Sumaseba,Movie,Manga,1,G - All Ages,8.3,Tokuma Shoten,Studio Ghibli,"Slice of Life, Drama, Romance, Shoujo",Summer,True,2,60.0,Olivia Newton-John,Youko Honna
2178,30042,Geori-eui Mubeopja,Movie,Unknown,1,,5.6,,,"Action, Martial Arts",,False,1,50.0,,
2179,6882,Hatsukoi Limited.: Gentei Shoujo,Special,Manga,6,PG-13 - Teens 13 or older,6.78,,J.C.Staff,"Comedy, Ecchi, School, Shounen",Summer,True,4,4.0,,marble
2180,3023,Esper Mami,TV,Manga,119,PG-13 - Teens 13 or older,6.65,,Shin-Ei Animation,"Comedy, Ecchi, Magic, School, Super Power, Supernatural",Spring,False,0,24.0,Ushio Hashimoto,Ushio Hashimoto
2183,2680,One Piece: Straw Hat Theater,Special,Manga,5,PG-13 - Teens 13 or older,7.52,,Toei Animation,"Adventure, Fantasy, Shounen",Fall,False,2,3.0,,
2185,4929,Next Senki Ehrgeiz,TV,Original,12,PG-13 - Teens 13 or older,5.61,"Bandai Visual, BeSTACK, d-rights",Studio Deen,"Action, Sci-Fi, Space, Mecha",Fall,True,0,25.0,HUMMING BIRD,Mariko Fukui
2186,8465,Ichiban Ushiro no Daimaou Specials,Special,Unknown,6,R+ - Mild Nudity,6.85,"Marvelous, Hobby Japan",Artland,"Comedy, Ecchi, Fantasy, Magic, Shounen",Summer,False,2,3.0,,
2187,23605,Ninja Slayer From Animation,ONA,Novel,26,R - 17+ (violence & profanity),6.6,"Movic, KlockWorx, Ultra Super Pictures, Grooove, Good Smile Company, famima.com, King Records, Fields, QREAZY",Trigger,Action,Spring,True,0,12.0,BOOM BOOM SATELLITES,"Boris,:, The Pinballs,:, 6EYES,:, Shinichi Osawa,:, 80KIDZ,:, Boris,:, Drop&#039;s,:, TK from Ling Tosite SIGURE,:, MINE,:, SCAM CIRCLE,:, MOJA,:, Lillies and Remains,:, Guitar Wolf"
2188,19877,Battle Spirits: Sword Eyes Gekitouden,TV,Card game,21,PG - Children,7.14,,Sunrise,"Game, Adventure, Fantasy",Spring,False,1,25.0,CLUTCHO,Yuutaku II (Yuuki Ono & Takuya Eguchi)
2189,10348,Fireball Charming,TV,Unknown,13,G - All Ages,6.88,Walt Disney Studios,Jinnis Animation Studios,Sci-Fi,Spring,False,0,2.0,,
2190,126,Futakoi Alternative,TV,Original,13,PG-13 - Teens 13 or older,6.99,Lantis,"ufotable, feel., Studio Flag","Comedy, Drama, Romance",Spring,False,1,24.0,Yumi,eufonius
2191,14407,Persona 3 the Movie 1: Spring of Birth,Movie,Game,1,R - 17+ (violence & profanity),7.73,"Aniplex, Yomiko Advertising, Atlus",AIC A.S.T.A.,"Action, Supernatural, Fantasy",Fall,True,2,60.0,Yumi Kawamura,Yumi Kawamura
2192,11635,Sacred Seven: Shirogane no Tsubasa,Movie,Unknown,1,PG-13 - Teens 13 or older,6.8,,Sunrise,"Action, School, Sci-Fi, Super Power",Winter,True,4,60.0,,Yuuka Nanri
2193,29979,Petting a Dog,ONA,Unknown,1,G - All Ages,3.67,,,Slice of Life,Summer,False,0,0.26666666666666666,,
2194,12867,Tsuki no Sango,Movie,Other,1,G - All Ages,6.19,,ufotable,Drama,Winter,False,1,3.0,,
2195,1277,Ys: Tenkuu no Shinden - Adol Christine no Bouken,OVA,Unknown,4,PG-13 - Teens 13 or older,6.76,"Kadokawa Shoten, Nihon Falcom",,"Adventure, Fantasy, Magic, Demons, Drama",Winter,True,2,30.0,,Sound Team JDK
2196,29307,Classical Sex-Zone,OVA,Unknown,3,Rx - Hentai,5.21,,,"Hentai, School",Spring,False,1,28.0,,
2197,869,Slayers Return,Movie,Light novel,1,PG-13 - Teens 13 or older,7.4,"Bandai Visual, Kadokawa Shoten",J.C.Staff,"Adventure, Comedy, Fantasy, Magic, Shounen",Summer,True,0,60.0,,Megumi Hayashibara
2198,3039,Campus,OVA,Visual novel,2,Rx - Hentai,6.03,Y.O.U.C,,Hentai,Fall,False,0,28.0,,
2199,35975,"Hope: Suiso Shakai to, Korekara no Energy no Hanashi",ONA,Original,1,G - All Ages,4.93,,,Slice of Life,Fall,False,1,3.0,,
2200,3087,Cencoroll,Movie,Original,1,PG-13 - Teens 13 or older,7.3,Aniplex,Think Corporation,"Action, Sci-Fi",Summer,False,1,26.0,,supercell
2201,4038,Zettai Karen Children,TV,Manga,51,PG-13 - Teens 13 or older,7.43,"TV Tokyo, Geneon Universal Entertainment, Shogakukan Productions, Half H.P Studio",SynergySP,"Action, Comedy, Supernatural, Shounen",Spring,True,2,24.0,"Karen Girl&#039;s,:, &#039;The Children&#039; starring Aya Hirano, Ryoko Shiraishi, and Haruka Tomatsu","&#039;The Children&#039; starring Aya Hirano, Ryoko Shiraishi, and Haruka Tomatsu,:, Hyoubu Kyouske vs Minamoto Kouichi with Sakaki Shuuji starring Yusa Kouji+Nakamura Yuichi+Taniyama Kishou,:, Karen Girl&#039;s"
2202,545,Mousou Kagaku Series: Wandaba Style,TV,Unknown,12,PG-13 - Teens 13 or older,6.11,,TNK,"Comedy, Sci-Fi",Spring,True,3,24.0,MixJuice,MixJuice
2203,7617,Atelier Petros Joukuu Gekijou: Sentaku Shima no Sentaku Tori,ONA,Original,1,G - All Ages,3.54,The Village of Marchen,,"Comedy, Fantasy",,True,0,3.0,,
2205,12441,Soukou Kihei Votoms: Vol.2 Highlights of the &#039;A.T. Votoms&#039;,OVA,Unknown,1,PG - Children,6.48,,Sunrise,"Action, Mecha, Military, Drama, Sci-Fi",Summer,False,2,57.0,,
2207,33197,Lostorage Incited WIXOSS,TV,Card game,12,R - 17+ (violence & profanity),6.8,Warner Bros.,J.C.Staff,"Game, Psychological",Fall,True,0,23.0,Yuka Iguchi,Cyua
2208,3826,Zero no Mono,OVA,Manga,1,Rx - Hentai,5.5,"Milky Animation Label, NuTech Digital",,Hentai,Fall,True,0,30.0,,
2209,7248,Top wo Nerae! Gunbuster Specials,Special,Original,3,PG-13 - Teens 13 or older,5.8,,Gainax,"Mecha, Space",Fall,True,0,2.0,,
2210,8783,Nezha Nao Hai,Movie,Novel,1,G - All Ages,6.61,,,Kids,Spring,True,1,60.0,,
2213,24695,Gokukoku no Brynhildr Special,Special,Manga,1,R+ - Mild Nudity,6.65,VAP,Arms,"Comedy, Ecchi, Harem, Sci-Fi, Seinen",Fall,True,1,20.0,Nao Tokisawa (鴇沢 直),"Neko Kuroha (CV: Risa Taneda), Kana Tachibana (CV: Aya Suzaki), Kazumi Schlierenzauer (CV: MAO), Kotori Takatori (CV: Azusa Tadokoro)"
2214,1707,Kinnikuman II Sei,TV,Manga,51,PG-13 - Teens 13 or older,6.95,"TV Tokyo, Yomiuri Advertising",Toei Animation,"Action, Sci-Fi, Comedy, Sports, Martial Arts, Shounen",Winter,True,3,24.0,Yougo Kouno,The Permanents
2215,29739,Yatterman x Toshiba,Special,Unknown,1,G - All Ages,5.23,Opera House,,Comedy,,False,0,0.5,,
2216,13215,Guskou Budori no Denki (2012),Movie,Novel,1,G - All Ages,6.33,"Bandai Visual, Dentsu, Asahi Shimbun, BS11, Visual Vision, Rironsha, Media Do, Studio elle, BS NTV",Tezuka Productions,"Slice of Life, Kids, Drama, Fantasy",Summer,True,3,60.0,,Off Course
2217,28077,"Go! Go! 575: Meippai ni, Hajiketeru?",Special,Game,1,PG-13 - Teens 13 or older,5.66,"Sega, Half H.P Studio, C2C",Lay-duce,Slice of Life,Fall,False,2,3.0,,
2218,925,Transformers Headmasters,TV,Unknown,35,PG - Children,6.63,,Toei Animation,"Adventure, Mecha, Sci-Fi, Shounen",Summer,True,0,23.0,Hironobu Kageyama,Hironobu Kageyama
2221,31238,Stitch! Perfect Memory,Special,Unknown,1,G - All Ages,5.93,,Shin-Ei Animation,"Kids, Adventure, Comedy, Sci-Fi",Summer,False,0,45.0,,
2222,10207,Lily to Kaeru to (Otouto),Special,Original,1,PG - Children,6.46,,Toei Animation,"Adventure, Comedy, Supernatural",Summer,True,0,27.0,,
2223,8362,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,Movie,Manga,1,G - All Ages,7.25,"TV Asahi, Asatsu DK",Shin-Ei Animation,"Action, Adventure, Comedy, Seinen",Spring,False,2,60.0,,
2224,9768,Shima Shima Tora no Shimajirou,TV,Original,726,G - All Ages,6.25,"TV Tokyo, Azeta Pictures",,"Adventure, Comedy, Fantasy, Kids, Magic",Winter,False,0,23.0,Shima Shima Kids,Shima Shima Kids
2225,33046,B-Project: Kodou*Ambitious,TV,Music,12,PG-13 - Teens 13 or older,6.76,"Aniplex, Movic, MAGES., Tokyo MX, Hakuhodo DY Music &amp; Pictures, BS11, Lawson, ABC Animation",A-1 Pictures,"Music, Shoujo",Summer,False,0,24.0,"B-Project (Kitakore, THRIVE, MooNs)","Kitakore,:, MooNs"
2226,15927,Carnival Phantasm: HibiChika Special,Special,Unknown,1,PG-13 - Teens 13 or older,7.43,Notes,Lerche,"Comedy, Supernatural",Summer,False,2,26.0,"Minami Kuribayashi, Miyuki Hashimoto, Faylan, Aki Misato, yozuca*, rino",Masaaki Endoh
2227,2212,Bakuretsu Tenshi: Infinity Special,Special,Original,1,PG-13 - Teens 13 or older,6.88,Media Factory,Gonzo,"Action, Sci-Fi, Mecha",Spring,True,3,3.0,,
